id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
923,Vel'morn Vaelthas Maré do Oceano Eterno,Magias de Grimório,4,6,Idioma Primordial,Padrão,Médio,Local,Instantânea,Ofensiva,Água,"""Vel'morn"" — o nome do oceano que existia antes que os continentes surgissem. Uma única sílaba para descrever tudo que sempre foi água. Conjurador realiza um ataque magico. Uma onda de água primordial, retirada dos oceanos antes que tivessem nome, varre a área. Criaturas em um cone de 12 metros sofrem 3d8 de dano de água, ficam jogadas ao chão, para não cair deve realizar uma salvaguarda em Reflexo. Criaturas que caem também ficam ensopadas e com a velocidade reduzida à metade por 2 rodadas. A água primordial apaga chamas mágicas automaticamente e desfaz ilusões elementais."
924,“Porta arcanum!” Porta Mágica,Magias de Grimório,4,6,Idioma Arcano,Padrão,Curto,Local,Sustentada,Utilidade,Arcano,"“Porta arcanum!” O conjurador marca uma porta específica com um selo arcano invisível, vinculando-a ao fluxo espacial da magia. Enquanto a porta marcada existir, o conjurador pode utilizar qualquer passagem em formato retangular, como portas, arcos ou corredores estreitos, para criar temporariamente uma conexão mágica com o ponto marcado. Ao abrir a passagem escolhida, ela conduz imediatamente à porta vinculada, permitindo atravessar instantaneamente entre os dois locais. A marca só pode existir em uma única porta por vez; ao marcar uma nova porta, a anterior perde imediatamente o vínculo mágico. Criaturas sem permissão do conjurador não conseguem utilizar a passagem."
925,Aegis Abyssi Égide do Abismo,Magias de Grimório,4,6,Idioma Infernal,Reação,Pessoal,Pessoal,5 Rodadas,Defensiva,Arcano,"""Abyssi aegis! Que as sombras do abismo se tornem meu escudo e minha vingança!"". O conjurador invoca um escudo de sombras densas do Abismo que envolve todo o seu corpo. Enquanto a magia estiver ativa, o conjurador recebe +3 de Defesa e 20 pontos de redução contra dano mágico. Sempre que uma criatura acertar o conjurador com um ataque físico corpo a corpo, ela sofrerá 2d6 de dano de fogo infernal, causado pelas sombras que punem qualquer contato direto. Durante o efeito, a aparência do conjurador se torna distorcida e sombria, impondo uma penalidade de –5 em todos os testes de Presença."
926,Aether Tempestas Tempestade Etérea,Magias de Grimório,4,6,Idioma Arcano e Primordial,Completo,Longo,Local,Instantânea,Controle,Arcano,"""Tempestas aetheria! Que a fúria dos planos etéreos se manifeste e destrua tudo que não é puro arcano!""  O conjurador cria uma tempestade arcana em um raio de 18 metros. Todas as criaturas dentro da área têm o custo de suas magias aumentado em um valor igual ao Intelecto do conjurador. Além disso, todas as magias lançadas dentro da tempestade são realizadas com desvantagem."
927,Cruciatus Mentis Suplício da Mente,Magias de Grimório,4,6,Idioma Infernal,Padrão,Curto,Criatura,3 rodadas,Ofensiva,Arcano,"""Cruciatus! Que os sussurros do Inferno preencham sua mente e não deixem lugar para pensamentos."". O conjurador realiza um ataque mágico que invade a mente do alvo com vozes e visões infernais. O alvo sofre 2d6 de dano Arcano e fica sob a condição Confuso enquanto durar o efeito. Caso falhe em um teste de Vontade contra a CD do conjurador, o alvo também fica Amedrontado pelo conjurador. Ao final de cada rodada, a criatura pode realizar um novo teste de Vontade para encerrar os efeitos da magia."
928,Csillag Zápor Chuva de Estrelas Feéricas,Magias de Grimório,4,6,Idioma Feérico,Padrão,Médio,Local,3 Rodadas,Controle,Arcano,"""Zápor csillag! Que as estrelinha das fadas dancem sobre este campo e façam a alegria e a confusão reinarem!"". Uma chuva de minúsculas estrelas feéricas dança sobre uma área de 9 metros de raio. No turno em que a magia é lançada e no início de cada turno do conjurador, cada aliado dentro da área recupera 1d6 pontos de vida. Além disso, cada inimigo na área deve realizar um teste de Vontade contra a CD do conjurador. Em caso de falha, a criatura recebe a condição Confuso até o início do próximo turno do conjurador. As estrelas feéricas também revelam criaturas invisíveis dentro da área, anulando os efeitos de invisibilidade enquanto permanecerem sob a luz das estrelas."
929,Dissolvere Magicam Dissipar a Magia,Magias de Grimório,4,6,Idioma Arcano e Primordial,Reação,Médio,Magia,Instantânea,Controle,Arcano,"""Dissolvere! Que minha vontade arcana supere a tua e desfaça o que teceste com tanto cuidado!"" O conjurador libera uma onda de ruptura arcana que dissipa todas as magias em um raio de 12 metros. Magias de nível Elite ou inferior são imediatamente anuladas. Para dissipar magias de nível superior, o conjurador deve gastar uma quantidade adicional de Mana igual ao custo da magia alvo +2. Magias de nível Divino ou Secreto não podem ser dissipadas por este efeito."
930,Fulgor Divinus Fulgor Divino,Magias de Grimório,4,6,Idioma Celestial,Completo,Longo,Local,Instantânea,Invocação,Arcano,"""Fulgor divinus! Que a glória dos céus desça sobre este lugar e que todo mal seja consumido!"" O conjurador invoca a alma de um celestial ancestral, que manifesta um julgamento divino contra uma criatura alvo. O celestial realiza um ataque sagrado utilizando a CD do conjurador. Em sucesso, causa 3d10 de dano Sagrado. Contra criaturas do Elemento Negativo e Mortos-Vivos, a CD deste ataque recebe +10. Ao final da conjuração, o conjurador deve pagar uma quantidade de Mana igual ao seu valor de Presença. Caso não possua Mana suficiente, recebe a diferença restante diretamente como dano à Vida."
931,Nexus Magicae Nexo da Magia,Magias de Grimório,4,6,Idioma Arcano,Reação,Médio,Local,Instantânea,Controle,Arcano,"""Nexus arcanum! Que este ponto se torne cruzamento dos planos e amplifique todo poder que por ele fluir!"" O conjurador utiliza sua reação para distorcer o fluxo de uma magia direcionada, redirecionando seus efeitos para outra criatura alvo à sua escolha. A nova criatura deve realizar uma salvaguarda de Reflexo. Em falha, torna-se o novo alvo da magia e sofre normalmente seus efeitos e danos. Este redirecionamento só pode ser utilizado contra magias de nível Maior ou inferior."
932,Nórui Mírë Névoa dos Tesouros do Verão,Magias de Grimório,4,6,Idioma Élfico,Padrão,Médio,Local,3 Rodadas,Controle,Arcano,"""Que a névoa do eterno verão cubra este lugar, e que os olhos dos inimigos encontrem apenas beleza onde há perigo."" Uma névoa dourada e prateada, formada por energia élfica, envolve uma área de até 6 metros de raio. Criaturas dentro da névoa sofrem visão reduzida, recebendo –5 em ataques à distância. Além disso, qualquer criatura inimiga que tente se mover dentro da área deve realizar um teste de Vontade contra a CD do conjurador. Em caso de falha, a criatura perde metade do seu movimento, distraída pelas ilusões luminosas da névoa. Para cada criatura que falhar no teste de resistência, o conjurador recupera 1d4 de mana."
933,Purifica Animam Purificar a Alma,Magias de Grimório,4,6,Idioma Celestial,Padrão,Toque,Criatura,Instantânea,Invocação,Arcano,"""Purifica! Que a luz celestial queime toda a impureza deste ser e o restaure à sua forma verdadeira."" O conjurador invoca a alma de um celestial ancestral, que toca uma criatura aliada alvo com luz sagrada purificadora, removendo imediatamente qualquer condição negativa e maldição que a afete."
934,Silmë Miruvórë Luz do Vinho Estelar,Magias de Grimório,4,6,Idioma Élfico,Padrão,Toque,Criatura,Instantânea,Defensiva,Arcano,"""Que a luz das estrelas eternas flua por estas mãos e leve cura aonde há sofrimento."" Uma onda de pura luz élfica emana do toque do conjurador, restaurando 3d6 + 6 pontos de vida ao alvo e removendo um estado negativo à escolha do conjurador (Atordoado, Envenenado, Amedrontado, Paralizado ou Sangramento). Esta magia não afeta mortos-vivos. Além disso, metade da cura realizada, arredondada para baixo (mínimo de 1), é recuperada pelo conjurador na forma de mana."
935,Vargach Aryte Thurkear Escudo de Escamas Mágicas,Magias de Grimório,4,6,Idioma Dracônico,Padrão,Pessoal,Pessoal,5 Rodadas,Defensiva,Arcano,"""Aryte! Que as escamas dos dragões ancestrais se manifestem e protejam minha carne!"" O conjurador cria escamas revestidas por um elemento à sua escolha, exceto Sagrado ou Caótico. Enquanto o efeito estiver ativo, o alvo recebe resistência ao elemento escolhido e +2 de Defesa Base. Este efeito não é cumulativo com outras habilidades semelhantes. Caso o conjurador seja um Draconato, ele também recebe vantagem em ataques mágicos durante a duração da habilidade."
936,Kra'ath Thul Chama do Primeiro Fogo,Magias de Grimório,4,6,Idioma Primordial,Padrão,Curto,Criatura,Instantânea,Invocação,Fogo,"A sílaba que existia antes do sol — ""Kra'ath"" — é a palavra para o fogo que não precisa de combustível para existir. O conjurador invoca dois pequenos espíritos ancestrais, entidades flamejantes que existiam antes mesmo da criação do Sol, portando um fogo mais antigo e mais quente do que qualquer chama mortal. Os espíritos permanecem ao redor do conjurador e podem ser ativados com uma ação livre para investir contra uma criatura alvo. Cada espírito é considerado uma fonte de ataque distinta. O alvo deve realizar uma salvaguarda de Reflexo para cada espírito. Em falha, sofre 3d8 de dano de Fogo. As chamas ancestrais ignoram qualquer resistência ou imunidade a Fogo de origem não divina; criaturas com imunidade natural ainda sofrem dano normalmente, e apenas proteções concedidas por divindades ou planos superiores funcionam contra este efeito. Em sucesso na salvaguarda, o espírito retorna ao redor do conjurador sem causar dano. Ao causar dano, o espírito é consumido e destruído."
937,Munthrek Persvek Sjach Chuva de Cinzas Ardentes,Magias de Grimório,4,6,Idioma Dracônico,Completo,Longo,Local,5 rodadas,Ofensiva,Fogo,"""Sjach munthrek! Que os céus chorem cinzas e o campo se converta em braseiro!"" O conjurador invoca uma tempestade de cinzas dracônicas sobre uma área de 9 metros de raio, cobrindo o campo com brasas sufocantes e resíduos incandescentes. Criaturas dentro da área sofrem 2d6 de dano de Fogo ao início de cada rodada e têm sua velocidade reduzida à metade devido às cinzas densas que dificultam o movimento. Criaturas afetadas podem realizar uma salvaguarda de Tenacidade para sofrer apenas metade do dano. A visibilidade dentro da área é drasticamente reduzida, impondo penalidade de –5 em ataques à distância realizados de dentro da tempestade ou contra alvos dentro dela."
938,Coeden Fyw A Árvore que Caminha,Magias de Grimório,4,6,Idioma Silvestre,Padrão,Médio,Local,Sustentada,Controle,Terra,"""Coeden fyw! Que a floresta desperte e defenda seus filhos contra aqueles que trazem destruição!"" O conjurador desperta a vegetação ao redor, fazendo raízes, cipós e galhos se moverem com vontade própria para aprisionar e atacar seus inimigos. Criaturas inimigas na área devem realizar uma salvaguarda de Reflexo. Em caso de falha, ficam Paralisadas pelas raízes que emergem do solo. Uma criatura imobilizada pode tentar escapar realizando um teste de Atletismo contra a CD do conjurador como ação padrão. Cada tentativa de fuga aumenta a CD em +2, até um máximo de +10. Além disso, uma vez por rodada, um galho ou raiz pode realizar um ataque contra uma criatura à escolha do conjurador dentro da área. O ataque utiliza a CD do conjurador para acertar e, em caso de sucesso, causa 2d6 de dano físico de Impacto."
939,Zan'kur Breath Sopro do Vento Antigo,Magias de Grimório,4,6,Idioma Primordial,Padrão,Longo,Local,Instantânea,Controle,Vento,"""Zan'kur"" — o vento que circulou pelo mundo vazio antes que qualquer criatura existisse para sentir sua passagem. O conjurador libera o vento que circulou pelo mundo antes mesmo do surgimento da primeira criatura viva. A rajada ancestral avança com força devastadora, arrastando tudo em seu caminho. Criaturas inimigas na área devem realizar uma salvaguarda de Tenacidade. Em caso de falha, são derrubadas ao chão e empurradas 6 metros para trás pela força do vendaval. Em caso de sucesso, evitam a queda e têm o empurrão reduzido para 3 metros. Aliados escolhidos pelo conjurador são envolvidos por correntes suaves do mesmo vento ancestral, podendo se mover até 9 metros adicionais como parte da execução desta magia, sem provocar reações de oportunidade."
940,Abismo Aquático Maior,Magias Antigas,5,8,,Completa,Médio,Local,Sustentada,Controle,Água,"O conjurador invoca uma prisão aquática massiva com 12 metros de área, aprisionando criaturas em uma esfera de água comprimida. Criaturas dentro da área devem realizar uma salvaguarda de Tenacidade para escapar. Em falha, sofrem 2d10 de dano de Água ao início de cada turno, ficam incapazes de realizar reações enquanto estiverem presas. Criaturas que não precisam respirar sofrem apenas metade do dano devido à pressão da água. Em sucesso, conseguem escapar da bolha."
941,Conjuração Dupla das Marés Maior,Magias Antigas,5,8,,Padrão,Curto,1 criatura,Instantânea,Ofensiva,Água,"O conjurador realiza um ataque mágico contra uma criatura. Se o ataque for bem-sucedido, o alvo sofre 4d8 de dano mágico de Água e recebe a condição Lentidão. Em seguida, escolha uma criatura aliada em alcance curto. Ela recupera uma quantidade de Vida igual ao dano causado pela magia e recebe Vantagem no próximo ataque realizado até o fim do próximo turno. A cura e os efeitos adicionais somente ocorrem caso a magia cause dano ao alvo."
